"","id","age","gender","education","employment","cy_sesh_score","cy_sesh_policies1","cy_sesh_deletion3","cy_sesh_deletion1","cy_sesh_communication3","cy_sesh_collection1","cy_sesh_understanding1","cy_sesh_connecting1","cy_sesh_patterns4","cy_sesh_patterns5","cy_sesh_help1","cy_sesh_purchase3","cy_sesh_threats5","cy_sesh_updates3","rse_score","rse1","rse2","rse3","rse4","rse5","rse6","rse7","rse8","rse9","rse10","lotr_score","lot1","lot2","lot3","lot4","lot5","lot6","lot7","lot8","lot9","lot10","seis_score","seis1","seis2","seis3","seis4","seis5","seis6","seis7","seis8","seis9","seis10","seis11","attentioncheck2","attentioncheck3","attentioncheck4"
"341",365,"41","Prefer not to say","Bachelor's Degree","Other:",4.08333333333333,4,5,5,3,4,4,4,4,2,3,4,7,"3",30,3,3,3,3,3,2,3,3,4,3,11,1,1,3,2,2,3,2,2,1,2,4,4,3,4,4,5,3,4,4,4,4,5,7,4,1
"342",367,"41","Female","Trade School","Employed Full-Time",6.25,7,3,7,7,7,7,7,7,5,4,7,7,"Highly certain can do",30,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,6.45454545454545,6,7,7,6,7,6,6,6,7,6,7,7,4,1
"343",368,"49","Female","Bachelor's Degree","Employed Full-Time",2.91666666666667,3,3,2,3,2,4,5,4,3,1,2,3,"2",39,4,4,4,4,4,4,4,3,4,4,17,3,3,2,3,4,4,3,1,3,3,5.63636363636364,2,6,6,6,6,6,6,6,6,6,6,7,4,1
"344",369,"32","Female","Secondary School","Employed Part-Time",5.91666666666667,6,4,7,5,7,7,7,6,4,6,7,5,"Highly certain can do",33,4,3,3,3,4,3,4,2,3,4,15,2,3,2,3,4,3,2,1,3,3,5.90909090909091,3,4,6,7,6,7,6,6,7,7,6,7,4,1
"345",370,"53","Female","Secondary School","Other:",2.75,2,5,1,2,1,1,2,3,1,2,6,7,"6",35,3,4,3,4,3,3,4,4,4,3,15,1,3,2,3,3,3,3,1,3,3,4.63636363636364,4,3,3,5,7,5,4,5,4,4,7,7,4,1
"346",371,"40","Female","Bachelor's Degree","Employed Full-Time",3.66666666666667,4,3,4,4,6,4,4,2,3,4,4,2,"6",39,4,3,4,4,4,4,4,4,4,4,21,3,3,3,3,4,4,4,2,4,4,4.81818181818182,2,3,6,4,7,6,6,5,4,6,4,7,4,1
"347",372,"47","Male","Bachelor's Degree","Employed Full-Time",2.83333333333333,2,4,2,2,2,5,2,3,2,3,4,3,"3",30,3,3,4,3,3,2,4,2,3,3,6,0,1,3,0,1,2,1,1,1,1,4.54545454545455,4,5,6,4,6,4,5,3,4,5,4,7,4,1
"348",373,"31","Male","Bachelor's Degree","Employed Full-Time",3.91666666666667,3,5,5,4,4,4,3,4,3,4,4,4,"Highly certain can do",29,3,2,3,4,3,3,3,2,3,3,18,3,3,3,3,2,3,3,3,3,3,5.81818181818182,6,6,5,5,7,7,5,5,5,6,7,7,4,1
"349",374,"20","Female","Secondary School","Student",4,4,4,4,3,3,5,4,5,4,4,3,5,"Moderately certain can do",32,3,4,4,3,3,3,4,2,3,3,18,3,4,3,3,4,3,3,3,3,3,4.90909090909091,3,5,3,6,6,5,5,5,6,5,5,7,4,1
"350",376,"52","Male","Secondary School","Employed Full-Time",4.08333333333333,4,5,5,3,5,3,5,3,3,2,4,7,"6",31,3,4,3,3,3,3,3,2,4,3,16,3,3,3,3,2,4,3,2,2,2,5.54545454545455,5,3,6,6,6,5,6,6,6,6,6,7,4,1
"351",377,"49","Female","Bachelor's Degree","Employed Part-Time",1.91666666666667,1,1,2,1,1,5,2,2,1,3,3,1,"3",31,3,3,3,3,3,3,3,3,4,3,19,2,3,4,3,3,3,3,2,4,3,4,3,3,4,4,5,4,5,3,4,4,5,7,4,1
"352",378,"25","Female","Bachelor's Degree","Employed Full-Time",1.58333333333333,2,1,1,1,2,1,2,1,2,2,1,3,"2",27,2,3,3,3,3,2,4,2,3,2,7,1,3,0,3,4,1,1,0,1,1,2.81818181818182,1,2,3,5,6,2,4,4,2,1,1,7,4,1
"353",379,"61","Male","Secondary School","Student",4.08333333333333,4,7,6,3,3,4,4,4,2,3,2,7,"6",33,3,4,3,3,4,3,3,3,4,3,17,1,1,4,2,1,4,4,4,3,3,5.90909090909091,6,6,7,5,7,7,5,5,5,6,6,7,4,1
"354",380,"44","Male","Bachelor's Degree","Employed Full-Time",3.25,3,2,5,1,2,4,2,4,3,2,5,6,"5",29,3,3,3,3,3,3,3,2,3,3,10,1,2,2,2,2,1,2,3,1,2,4.90909090909091,5,5,5,5,5,6,5,5,4,4,5,7,4,1
"355",381,"37","Female","Ph.D. or higher","Employed Part-Time",3.75,4,4,4,3,5,4,3,3,3,3,4,5,"5",25,2,2,3,3,3,2,3,2,3,2,11,1,1,2,2,3,3,3,1,1,2,3.18181818181818,2,3,4,4,5,2,2,1,2,5,5,7,4,1
"356",382,"23","Female","Master's Degree","Employed Part-Time",5.08333333333333,4,7,4,3,4,6,6,7,6,4,4,6,"Highly certain can do",30,2,3,3,4,3,2,4,2,4,3,17,3,4,3,3,4,3,3,4,2,3,5.90909090909091,4,7,5,6,7,5,7,6,5,7,6,7,4,1
"357",383,"26","Female","Bachelor's Degree","Employed Full-Time",4.75,4,6,5,5,6,4,5,4,4,5,4,5,"6",28,2,3,3,3,3,3,3,2,3,3,16,4,1,3,3,4,3,3,2,2,1,4.36363636363636,3,1,4,6,6,5,4,6,6,4,3,7,4,1
"358",384,"27","Female","Bachelor's Degree","Employed Part-Time",3.75,4,4,4,3,4,5,3,3,3,4,3,5,"Highly certain can do",30,3,3,3,3,4,3,3,2,3,3,16,3,2,3,4,4,4,1,1,1,4,3.36363636363636,2,2,3,3,5,2,3,3,5,6,3,7,4,1
"359",385,"32","Male","Bachelor's Degree","Employed Full-Time",5.58333333333333,6,6,5,6,6,6,6,4,6,5,5,6,"6",32,3,3,4,3,3,3,3,3,3,4,19,2,3,3,4,3,3,3,3,3,4,6.45454545454545,7,6,7,6,7,7,7,6,6,6,6,7,4,1
"360",386,"30","Female","Prefer not to say","Prefer not to say",5.75,7,7,7,7,7,4,4,4,4,4,7,7,"Highly certain can do",36,3,3,4,3,4,3,4,4,4,4,22,4,2,4,4,3,0,4,4,4,2,6,5,7,5,7,7,5,4,5,7,7,7,7,4,1
"361",388,"27","Female","Bachelor's Degree","Employed Full-Time",4.83333333333333,5,5,6,6,6,4,3,2,2,6,6,7,"6",27,3,2,3,3,3,2,3,2,3,3,9,2,3,1,1,4,3,1,1,1,3,4.45454545454545,2,2,7,7,6,6,7,1,5,5,1,7,4,1
"362",389,"50","Female","Bachelor's Degree","Employed Full-Time",5,5,7,4,5,6,5,5,4,5,3,6,5,"6",34,3,4,4,4,3,3,4,2,4,3,15,1,3,3,2,3,3,4,1,2,3,4.72727272727273,2,3,5,7,5,5,5,6,3,6,5,7,4,1
"363",390,"48","Female","Bachelor's Degree","Employed Part-Time",2.25,3,4,2,1,2,1,4,2,3,1,2,2,"2",23,2,2,3,3,3,2,3,1,2,2,10,1,2,2,2,3,3,2,1,1,2,4.45454545454545,5,2,6,6,6,2,5,3,4,6,4,7,4,1
"364",391,"32","Male","Bachelor's Degree","Employed Full-Time",4.25,5,7,5,4,5,4,5,3,2,1,6,4,"5",24,2,2,3,3,2,2,3,2,3,2,18,3,3,3,3,2,2,3,4,3,3,5.09090909090909,3,3,5,6,6,5,6,6,6,5,5,7,4,1
"365",392,"35","Male","Bachelor's Degree","Employed Full-Time",4.5,5,5,5,4,5,4,5,4,3,5,5,4,"6",25,3,1,3,4,3,1,3,1,3,3,4,1,1,1,1,3,3,0,1,0,1,5.36363636363636,5,5,6,6,6,6,5,5,5,5,5,7,4,1
"366",393,"52","Male","Bachelor's Degree","Employed Full-Time",3.91666666666667,4,5,5,4,5,5,3,3,2,1,4,6,"6",19,2,2,2,3,2,2,2,1,2,1,10,1,1,2,1,3,3,2,1,2,2,6.18181818181818,5,6,7,6,6,6,6,5,7,7,7,7,4,1
"367",394,"29","Male","Bachelor's Degree","Employed Full-Time",3.66666666666667,5,3,4,4,4,5,3,3,3,2,4,4,"5",20,2,2,2,2,2,2,3,1,2,2,5,0,2,1,1,3,3,1,0,1,1,5.63636363636364,6,5,6,5,6,5,5,6,6,5,7,7,4,1
"368",395,"38","Male","Master's Degree","Employed Full-Time",4.16666666666667,4,7,6,2,4,7,3,2,2,2,4,7,"Highly certain can do",20,2,3,2,2,2,1,2,2,2,2,7,1,4,1,2,2,3,1,3,1,1,6.81818181818182,5,7,7,7,7,7,7,7,7,7,7,7,4,1
"369",396,"29","Male","Secondary School","Employed Full-Time",5,5,7,5,4,6,5,5,4,5,4,4,6,"6",27,3,3,3,3,3,2,3,2,2,3,13,2,2,2,3,2,3,2,2,2,2,4.63636363636364,5,4,4,5,5,5,4,5,4,5,5,7,4,1
"370",397,"25","Male","Bachelor's Degree","Employed Full-Time",5.25,5,6,4,3,4,7,5,7,5,3,7,7,"Highly certain can do",39,3,4,4,4,4,4,4,4,4,4,22,3,4,3,4,4,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"371",398,"56","Male","Secondary School","Employed Full-Time",4.16666666666667,2,5,4,4,5,7,3,3,3,6,4,4,"5",37,4,4,4,4,3,3,4,3,4,4,19,2,2,3,4,3,3,3,4,3,4,5.09090909090909,5,5,6,5,6,5,4,3,6,6,5,7,4,1
"372",399,"60","Male","Bachelor's Degree","Retired",5.58333333333333,7,4,7,6,6,7,7,4,4,1,7,7,"Highly certain can do",40,4,4,4,4,4,4,4,4,4,4,16,2,4,2,3,3,3,3,2,3,3,6.81818181818182,7,7,7,6,7,7,7,6,7,7,7,7,4,1
"373",400,"52","Female","Secondary School","Employed Part-Time",4.33333333333333,4,5,5,4,4,3,4,4,3,4,5,7,"Moderately certain can do",26,2,3,3,2,3,2,3,2,3,3,7,1,3,2,1,1,3,1,3,1,1,4,3,3,5,5,5,3,3,3,6,5,3,7,4,1
"374",401,"63","Female","Trade School","Employed Part-Time",3.58333333333333,3,4,4,4,4,5,3,2,4,4,4,2,"Moderately certain can do",28,3,2,3,3,3,2,3,3,3,3,18,3,3,3,3,2,1,3,2,3,3,2.54545454545455,2,2,3,3,2,3,2,3,4,3,1,7,4,1
"375",402,"44","Female","Secondary School","Other:",3.5,3,5,3,3,3,3,4,3,3,2,4,6,"Moderately certain can do",31,3,3,3,4,3,3,3,3,3,3,17,3,4,3,3,3,3,3,2,2,3,5,3,5,5,5,6,5,5,6,4,6,5,7,4,1
"376",403,"72","Male","Secondary School","Employed Part-Time",4.33333333333333,6,6,5,3,4,7,4,4,4,3,2,4,"5",32,3,4,3,3,3,2,3,3,4,4,11,1,4,2,3,2,4,2,3,1,2,5.81818181818182,5,5,6,6,7,5,7,7,5,4,7,7,4,1
"377",406,"20","Non-binary / third gender","Secondary School","Student",3.41666666666667,2,4,4,5,4,1,4,3,5,2,5,2,"3",26,3,3,3,3,3,2,3,2,2,2,16,1,1,3,3,4,2,3,0,3,3,4.81818181818182,1,5,5,5,7,6,6,2,5,5,6,7,4,1
"378",407,"43","Female","Master's Degree","Seeking opportunities",3.16666666666667,2,4,5,2,6,3,2,2,2,2,4,4,"Highly certain can do",28,3,3,3,3,3,3,3,2,3,2,6,1,0,1,1,4,4,1,1,1,1,4.72727272727273,2,2,5,6,6,7,6,2,5,5,6,7,4,1
"379",408,"64","Female","Secondary School","Employed Part-Time",3.75,4,4,3,3,4,4,3,3,3,3,4,7,"Moderately certain can do",32,3,3,4,3,3,3,3,3,4,3,16,3,3,3,1,3,3,3,1,3,3,3.27272727272727,2,3,3,3,3,3,3,3,5,5,3,7,4,1
"380",409,"29","Male","Secondary School","Employed Full-Time",4.83333333333333,5,7,6,4,4,6,3,5,4,4,4,6,"Moderately certain can do",29,3,2,3,3,3,2,3,3,4,3,10,1,3,2,2,3,3,2,3,1,2,4.54545454545455,3,3,6,5,5,4,4,5,5,6,4,7,4,1
"381",410,"33","Female","Secondary School","Employed Full-Time",4.08333333333333,3,6,5,3,5,3,5,4,3,2,5,5,"6",27,3,2,3,3,3,2,3,2,3,3,12,1,3,2,2,4,3,2,1,2,3,4.72727272727273,4,4,5,5,5,5,5,5,4,6,4,7,4,1
"382",413,"55","Female","Bachelor's Degree","Employed Full-Time",3.66666666666667,4,4,3,3,3,4,3,2,3,4,4,7,"Moderately certain can do",36,3,4,3,3,4,4,4,4,4,3,20,3,3,3,3,3,2,3,3,4,4,3.27272727272727,2,1,4,5,5,3,4,2,4,4,2,7,4,1
"383",414,"35","Female","Master's Degree","Employed Full-Time",5.66666666666667,4,7,7,4,6,7,5,6,4,7,4,7,"Highly certain can do",37,3,4,4,4,3,4,4,3,4,4,19,3,3,2,3,3,3,3,3,4,4,5.27272727272727,5,3,6,5,7,5,6,5,5,6,5,7,4,1
"384",415,"48","Female","Secondary School","Employed Full-Time",3.25,3,3,4,3,4,4,3,3,2,4,2,4,"3",25,2,2,4,3,3,2,3,1,3,2,6,1,1,1,1,3,3,1,1,1,1,3.36363636363636,3,3,3,2,4,3,3,4,5,4,3,7,4,1
"385",416,"19","Female","Secondary School","Student",2.41666666666667,5,2,1,2,1,5,1,3,2,4,2,1,"Highly certain cannot do at all",15,2,1,3,1,2,1,2,1,1,1,8,1,1,1,3,4,1,1,0,1,1,3,1,1,5,3,2,5,1,3,5,6,1,7,4,1
"386",417,"32","Male","Bachelor's Degree","Employed Full-Time",3.75,3,5,3,2,4,4,5,3,4,4,3,5,"5",29,3,3,3,3,3,3,3,2,3,3,11,2,1,1,2,1,3,1,2,2,3,5.54545454545455,5,6,6,6,6,5,6,6,4,6,5,7,4,1
"387",418,"40","Male","Secondary School","Employed Full-Time",4.08333333333333,4,5,4,3,3,5,4,4,4,5,4,4,"5",19,2,2,2,3,2,2,2,1,2,1,11,2,2,2,1,3,1,2,3,2,2,5.36363636363636,4,4,6,5,6,6,6,6,5,5,6,7,4,1
"388",419,"52","Male","Trade School","Employed Full-Time",4.08333333333333,4,4,5,2,4,5,5,4,2,3,5,6,"Moderately certain can do",38,4,4,4,4,3,3,4,4,4,4,19,3,4,3,3,3,3,4,4,3,3,6.63636363636364,6,6,6,7,7,7,7,7,6,7,7,7,4,1
"389",420,"42","Male","Trade School","Employed Full-Time",5.75,6,6,7,5,6,6,5,7,5,4,5,7,"Highly certain can do",36,3,4,4,4,4,3,4,3,4,3,14,1,3,3,3,4,3,2,3,3,2,6.18181818181818,5,6,7,6,7,6,6,6,6,6,7,7,4,1
"390",421,"49","Female","Bachelor's Degree","Employed Full-Time",3.66666666666667,3,6,4,3,5,2,3,4,2,2,5,5,"6",37,4,4,4,4,4,3,3,4,4,3,14,3,4,3,1,4,3,2,4,2,3,3.36363636363636,1,1,2,4,6,6,4,4,5,3,1,7,4,1
"391",422,"44","Female","Bachelor's Degree","Employed Part-Time",3.75,6,1,4,6,4,4,1,5,4,4,4,2,"Moderately certain can do",17,1,2,2,2,1,2,2,1,2,2,3,1,1,0,1,2,4,0,2,0,1,2.81818181818182,3,3,3,3,3,3,2,3,3,2,3,7,4,1
"392",425,"33","Female","Secondary School","Employed Part-Time",4.16666666666667,4,3,4,2,3,7,3,5,4,3,6,6,"6",28,3,2,3,3,3,2,3,3,3,3,18,3,1,2,4,1,4,3,0,3,3,6.27272727272727,5,7,6,6,7,7,7,5,7,5,7,7,4,1
"393",426,"31","Male","Bachelor's Degree","Employed Full-Time",4.5,4,5,4,6,3,6,4,4,2,4,7,5,"Highly certain can do",33,4,3,3,3,3,3,3,3,4,4,16,2,3,3,3,3,3,2,2,3,3,6.09090909090909,6,6,7,6,6,5,7,6,5,6,7,7,4,1
"394",428,"24","Male","Trade School","Employed Full-Time",4.5,5,3,3,5,4,5,5,4,6,6,5,3,"5",23,2,2,3,3,2,2,3,2,2,2,9,1,1,1,2,2,2,1,2,1,3,5.09090909090909,4,5,4,6,5,6,5,6,5,5,5,7,4,1
"395",429,"58","Female","Secondary School","Retired",2.75,3,4,2,3,2,3,4,2,3,2,3,2,"Moderately certain can do",23,2,1,3,2,2,2,3,2,3,3,7,1,1,1,2,4,3,0,2,1,2,4.09090909090909,4,2,3,5,3,2,5,5,6,5,5,7,4,1
"396",430,"23","Female","Bachelor's Degree","Employed Full-Time",3.91666666666667,4,3,4,3,4,6,4,3,4,5,4,3,"Moderately certain can do",30,3,3,3,3,3,3,3,2,4,3,14,2,3,3,3,4,3,2,3,1,3,5.36363636363636,5,6,6,7,5,5,4,6,5,6,4,7,4,1
"397",431,"33","Female","Master's Degree","Other:",4.25,4,5,4,4,5,6,3,3,3,5,6,3,"5",29,3,2,3,3,3,2,4,3,3,3,16,2,1,3,2,2,2,3,1,3,3,4.36363636363636,3,3,5,4,6,6,4,4,4,4,5,7,4,1
"398",432,"20","Female","Bachelor's Degree","Student",2.41666666666667,1,4,3,4,3,2,2,2,2,1,4,1,"3",23,2,2,3,3,2,1,3,2,3,2,13,2,1,1,3,2,4,3,1,1,3,4.54545454545455,1,1,6,5,7,5,5,5,6,7,2,7,4,1
"399",433,"62","Female","Trade School","Retired",2.83333333333333,2,2,4,1,2,2,1,4,2,6,2,6,"5",28,3,3,3,3,3,2,3,2,3,3,15,3,4,2,4,4,3,1,2,2,3,3.81818181818182,1,1,5,5,6,3,5,3,6,6,1,7,4,1
"400",434,"58","Female","Secondary School","Employed Part-Time",2.75,4,3,3,2,2,1,2,2,4,3,4,3,"Moderately certain can do",21,2,2,3,3,2,2,2,1,2,2,7,1,1,1,1,4,1,1,1,2,1,2,1,1,2,2,3,2,1,2,4,2,2,7,4,1
"401",436,"38","Male","Secondary School","Employed Full-Time",3.66666666666667,4,4,3,2,5,4,5,3,2,2,5,5,"6",31,3,3,3,3,3,3,3,3,4,3,15,1,3,2,3,4,3,3,3,3,3,3.72727272727273,2,3,5,3,5,5,5,3,5,3,2,7,4,1
"402",437,"49","Female","Secondary School","Other:",3.58333333333333,4,5,2,2,4,2,2,4,2,4,7,5,"6",27,3,2,3,3,3,2,3,2,3,3,13,3,2,2,3,3,4,1,1,1,3,4.45454545454545,2,3,5,5,6,5,5,5,5,6,2,7,4,1
"403",438,"53","Female","Secondary School","Employed Part-Time",3.25,4,4,2,4,3,4,2,4,2,4,2,4,"Moderately certain can do",16,2,1,3,2,1,1,2,1,2,1,10,2,1,1,2,4,2,1,1,2,2,2.72727272727273,1,4,4,2,2,2,2,4,2,5,2,7,4,1
"404",439,"34","Male","Bachelor's Degree","Seeking opportunities",4.16666666666667,4,4,5,4,6,5,2,4,3,2,6,5,"Moderately certain can do",22,1,2,3,3,2,2,2,2,2,3,9,2,3,2,1,4,2,1,3,1,2,6,5,7,6,6,7,7,6,4,5,6,7,7,4,1
"405",440,"44","Male","Bachelor's Degree","Employed Full-Time",5.33333333333333,6,5,7,5,5,5,5,6,5,3,5,7,"6",36,4,3,3,3,4,4,4,3,4,4,16,2,4,2,3,2,1,3,2,3,3,6.09090909090909,6,5,6,5,6,7,7,6,6,6,7,7,4,1
"406",441,"30","Male","Bachelor's Degree","Employed Full-Time",3.66666666666667,3,3,4,5,4,3,3,4,6,4,3,2,"Moderately certain can do",30,3,3,4,3,3,2,3,2,4,3,13,1,3,2,3,2,4,3,2,2,2,4.72727272727273,5,4,6,4,6,5,4,5,4,4,5,7,4,1
"407",442,"23","Female","Master's Degree","Employed Full-Time",4.25,5,3,5,4,5,4,5,3,2,5,6,4,"6",34,3,4,3,4,4,3,3,3,4,3,16,3,1,3,3,3,3,3,4,1,3,4.72727272727273,3,2,6,6,7,6,3,5,6,6,2,7,4,1
"408",443,"55","Male","Secondary School","Employed Full-Time",4.58333333333333,4,4,3,2,4,7,4,4,2,7,7,7,"Highly certain can do",31,3,3,3,4,2,3,3,3,4,3,17,3,2,3,3,2,2,2,2,3,3,6.63636363636364,7,7,7,7,7,7,7,7,5,5,7,7,4,1
"409",444,"60","Male","Bachelor's Degree","Employed Full-Time",4.91666666666667,6,6,6,4,4,5,5,5,5,4,4,5,"5",18,1,2,3,2,2,1,2,1,2,2,1,1,1,0,0,2,2,0,1,0,0,5.90909090909091,5,5,6,6,7,6,6,6,5,6,7,7,4,1
"410",446,"30","Female","Secondary School","Employed Part-Time",3.91666666666667,3,4,6,2,4,5,4,3,4,3,4,5,"Moderately certain can do",19,2,1,2,3,2,1,3,1,2,2,8,1,1,1,2,2,3,1,0,1,2,5.54545454545455,3,6,6,6,6,6,6,5,6,6,5,7,4,1
"411",447,"21","Male","Bachelor's Degree","Student",4.33333333333333,7,7,6,3,4,1,3,6,2,4,7,2,"5",34,3,4,4,4,4,2,4,2,4,3,8,1,1,2,2,4,4,1,3,1,1,6.45454545454545,6,5,7,7,7,7,6,5,7,7,7,7,4,1
"412",451,"35","Male","Bachelor's Degree","Employed Full-Time",4.33333333333333,4,5,5,2,5,2,5,5,4,3,6,6,"6",22,2,2,3,3,2,2,2,2,2,2,4,0,3,1,0,2,0,1,3,1,1,6.36363636363636,6,6,6,6,7,7,6,7,6,6,7,7,4,1
"413",452,"50","Female","Secondary School","Employed Full-Time",6.58333333333333,6,6,7,6,7,6,7,6,7,7,7,7,"6",38,4,4,4,4,4,4,4,2,4,4,24,4,4,4,4,4,4,4,4,4,4,6.63636363636364,6,7,7,7,7,6,7,7,6,6,7,7,4,1
"414",453,"38","Male","Bachelor's Degree","Employed Full-Time",5.25,7,6,5,3,5,7,5,4,5,3,6,7,"Highly certain can do",15,1,1,2,2,2,1,2,2,1,1,4,0,1,2,0,3,3,1,1,0,1,6.36363636363636,6,6,7,6,7,7,6,5,6,7,7,7,4,1
"415",454,"47","Male","Bachelor's Degree","Employed Full-Time",6,6,7,6,7,6,6,7,6,4,4,6,7,"6",37,4,4,4,4,4,1,4,4,4,4,24,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"416",455,"29","Male","Bachelor's Degree","Employed Full-Time",3.5,3,5,4,5,6,4,3,2,1,1,3,5,"Moderately certain can do",34,4,3,3,3,4,3,4,3,4,3,17,3,3,3,3,3,3,3,2,2,3,4,1,1,5,5,6,3,6,3,5,4,5,7,4,1
"417",456,"40","Female","Secondary School","Employed Part-Time",5.66666666666667,6,7,4,6,6,6,6,6,4,6,5,6,"Highly certain can do",28,3,3,3,3,3,2,3,2,3,3,16,3,1,3,3,4,4,2,2,2,3,5.27272727272727,5,5,5,6,7,6,6,4,6,5,3,7,4,1
"418",457,"49","Female","Bachelor's Degree","Employed Full-Time",3.16666666666667,3,3,3,3,3,4,4,3,3,3,3,3,"Moderately certain can do",35,3,4,3,3,4,4,3,4,4,3,15,2,1,3,2,3,3,3,1,3,2,4.27272727272727,3,3,5,4,5,5,4,4,4,5,5,7,4,1
"419",458,"34","Male","Trade School","Employed Part-Time",6.25,6,6,7,6,7,7,6,5,4,7,7,7,"Highly certain can do",32,3,3,3,4,3,3,4,2,3,4,16,3,3,3,3,2,2,3,0,2,2,6.81818181818182,6,6,7,7,7,7,7,7,7,7,7,7,4,1
"420",459,"28","Female","Secondary School","Employed Full-Time",4.5,4,4,6,6,6,5,5,3,4,3,5,3,"6",25,2,3,3,3,3,2,3,1,3,2,9,1,3,1,3,2,1,1,2,1,2,5.36363636363636,4,4,5,6,6,5,6,6,5,6,6,7,4,1
"421",460,"38","Male","Bachelor's Degree","Employed Part-Time",3.16666666666667,4,4,4,3,3,2,3,2,3,2,4,4,"Moderately certain can do",23,2,1,3,3,3,2,3,2,2,2,10,2,1,2,1,2,2,1,1,2,2,2.54545454545455,1,1,3,3,5,2,3,2,3,3,2,7,4,1
"422",461,"25","Female","Secondary School","Seeking opportunities",2.75,1,4,3,5,2,5,4,1,2,1,4,1,"Moderately certain can do",15,1,1,2,2,1,1,3,1,1,2,14,4,1,2,3,3,3,1,0,1,3,4.54545454545455,3,2,3,6,4,6,6,6,5,6,3,7,4,1
"423",462,"71","Male","Secondary School","Retired",4.25,5,6,5,3,4,5,4,4,3,3,5,4,"6",34,3,4,3,4,3,4,3,3,4,3,18,3,3,3,3,3,4,3,3,3,3,5.72727272727273,5,6,5,5,7,6,6,5,6,6,6,7,4,1
"424",463,"64","Male","Secondary School","Retired",3.25,1,4,4,4,4,4,1,7,1,4,1,4,"Moderately certain can do",40,4,4,4,4,4,4,4,4,4,4,20,3,4,3,4,3,3,3,4,4,3,6,6,6,6,5,6,6,7,6,6,6,6,7,4,1
"425",464,"19","Female","Secondary School","Student",3.16666666666667,4,2,4,2,4,6,3,1,1,4,6,1,"Moderately certain can do",15,1,1,3,2,2,1,2,1,1,1,1,0,1,1,0,4,0,0,0,0,0,3.18181818181818,1,3,6,4,6,2,4,2,1,1,5,7,4,1
"426",465,"57","Female","Bachelor's Degree","Employed Part-Time",3.75,4,4,4,3,5,5,3,3,3,4,4,3,"6",25,2,2,3,3,3,2,3,2,3,2,6,1,2,1,1,2,3,1,3,1,1,3.90909090909091,3,3,5,5,6,3,3,5,4,4,2,7,4,1
"427",466,"28","Male","Secondary School","Employed Full-Time",4.33333333333333,5,4,4,5,5,3,5,4,5,3,4,5,"Moderately certain can do",31,3,3,4,3,3,3,3,2,4,3,13,2,2,2,2,4,3,2,2,2,3,3.72727272727273,3,3,4,5,4,3,4,4,4,4,3,7,4,1
"428",467,"18","Female","Secondary School","Student",4.08333333333333,5,5,5,3,3,5,5,3,4,2,5,4,"5",12,1,1,2,1,1,1,1,1,2,1,1,0,0,1,0,3,3,0,1,0,0,3.54545454545455,3,1,2,5,6,3,2,5,3,6,3,7,4,1
"429",468,"53","Female","Secondary School","Other:",3.58333333333333,4,6,4,4,5,3,4,4,1,1,4,3,"Moderately certain can do",22,2,2,3,3,3,2,2,1,2,2,9,1,2,1,1,4,3,2,0,2,2,4.18181818181818,4,3,3,4,5,6,5,5,5,3,3,7,4,1
"430",469,"27","Female","Bachelor's Degree","Employed Full-Time",5.25,5,7,5,5,5,7,3,5,6,4,5,6,"6",37,4,3,4,4,4,4,4,2,4,4,21,4,4,2,4,4,3,3,4,4,4,5.90909090909091,5,3,5,7,7,6,6,7,6,7,6,7,4,1
"431",470,"27","Female","Trade School","Employed Full-Time",5.08333333333333,4,6,7,5,6,3,5,6,4,5,4,6,"Highly certain can do",23,2,2,4,3,3,1,3,1,2,2,6,0,2,2,1,4,1,1,1,1,1,5.90909090909091,5,5,6,5,7,6,6,5,7,6,7,7,4,1
"432",471,"49","Female","Bachelor's Degree","Employed Full-Time",2.83333333333333,4,4,4,4,4,1,1,3,1,1,6,1,"Moderately certain can do",32,3,4,3,2,4,3,3,3,3,4,17,3,3,3,3,3,4,3,3,3,2,3.27272727272727,2,3,4,4,4,3,3,4,3,3,3,7,4,1
"433",472,"47","Female","Secondary School","Employed Full-Time",2.83333333333333,3,2,3,2,5,4,6,3,3,1,1,1,"6",29,3,3,3,2,3,2,4,3,3,3,14,2,3,2,4,4,3,2,3,1,3,4.45454545454545,3,4,6,5,6,4,4,4,6,2,5,7,4,1
"434",473,"20","Female","Secondary School","Other:",4.91666666666667,4,7,7,6,4,7,4,5,3,2,7,3,"Highly certain can do",18,2,1,3,2,1,1,3,2,1,2,9,1,1,0,4,2,4,1,1,2,1,6.27272727272727,5,4,7,7,7,7,4,7,7,7,7,7,4,1
"435",474,"39","Female","Trade School","Employed Part-Time",5,4,7,7,3,4,7,3,7,4,3,4,7,"Highly certain can do",30,3,3,3,3,3,3,3,3,3,3,18,3,1,3,3,4,4,3,3,3,3,5.45454545454545,2,3,6,6,7,6,7,6,7,4,6,7,4,1
